,SMILES,Primary,Score,Confirmatory
116,C#CCOC(=O)C1C2C=CC(C2)C1C(=O)O,0,0.0,
117,C#CCOC(=O)CCC(=O)Nc1cc(OC)nc(OC)n1,0,0.0,
118,C#CCOC(=O)c1ccccc1C(=O)N(CC)CC,0,0.0,
119,C#CCOC(=O)c1ccccc1C(=O)OCC#C,0,0.0,
120,C#CCOC(=O)c1ccccc1C(=O)n1nnc2ccccc21,0,0.0,
121,C#CCOc1ccc(Cl)cc1/C=N/O,0,0.0,
122,C#CCOc1ccc2c(C)cc(=O)oc2c1,0,0.0,
123,C#CCOc1nc(OCC#C)nc(OCC#C)n1,0,0.0,
124,C#CCSC1=C(C#N)C(c2cccs2)C(C(=O)OCC)=C(C)N1,0,0.0,
125,C#CCSc1nc(-c2cccs2)ccc1C#N,0,0.0,
126,C#CCSc1nnc(-c2c[nH]c3ccccc23)n1C,0,0.0,
127,C#CCSc1nnc(-c2cccc3ccccc23)o1,0,0.0,
128,C#CCSc1nnc(-c2ccccc2)c(=O)[nH]1,0,0.0,
129,C#CCn1c(=NC(=O)CN2C(=O)CCC2=O)sc2cccc(C)c21,0,0.0,
130,C#CCn1c(=NC(=O)CSCC(=O)N2CCOCC2)sc2ccccc21,0,0.0,
131,C#CCn1c(=NC(=O)c2cccs2)sc2cccc(OC)c21,0,0.0,
132,C#CCn1cc[n+](CC(=O)N(C)C)c1,0,0.0,
133,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0,0.0,
134,C#Cc1ccc(C(=O)Nc2cc(C(N)=O)ccc2N2CCOCC2)cc1,0,0.0,
135,C(#CCN1CCOCC1)COC/C=C/c1ccccc1,0,0.0,
136,C(#CCN1CCOCC1)COCC#Cc1ccccc1,0,0.0,
137,C(#CCN1CCOCC1)COCc1ccccc1,0,0.0,
138,C(#Cc1ccc(C#CCN2CCOCC2)cc1)CN1CCOCC1,0,0.0,
139,C(#Cc1ccccc1)CN1CCN(c2ccccn2)CC1,0,0.0,
140,C(#Cc1ccccc1)Cn1nnc2ccccc21,0,0.0,
141,C(=C/CSc1ncn[nH]1)\CSc1ncn[nH]1,0,0.0,
142,C(=C/CSc1nnnn1-c1ccccc1)\CSc1nnnn1-c1ccccc1,0,0.0,
143,C(=C/c1ccccc1)\C=N\n1cnnc1,0,0.0,
144,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,0,0.0,
145,C(=C/c1ccccc1)\CN1CCN(Cc2ccc3c(c2)OCCO3)CC1,0,0.0,
146,C(=C/c1ccccc1)\CN1CCN(c2ncnc3c2oc2ccccc23)CC1,0,0.0,
147,C(=C/c1ccccc1)\CSc1nnc(-c2ccccn2)n1Cc1ccco1,0,0.0,
148,C(=C/c1ccccc1)\CSc1nnc(-c2cccnc2)n1Cc1ccco1,0,0.0,
149,C(=C/c1ccccc1)\CSc1nnc(-c2cccnc2)o1,0,0.0,
150,C(=C/c1ccccc1)\CSc1nnc(-c2ccncc2)n1Cc1ccco1,0,0.0,
151,C(=C/c1ccccc1)\CSc1nnc(-c2cnccn2)n1Cc1ccco1,0,0.0,
152,C(=C/c1ccco1)\C=N\n1cnnc1,0,0.0,
153,C(=N/C(/N=C/c1ccco1)c1ccco1)\c1ccco1,0,0.0,
154,C(=N/c1c(-c2ccccc2)nc2n1CCS2)\c1ccccc1,0,0.0,
155,C(=N/c1nc2ccccc2[nH]1)\c1cccs1,0,0.0,
156,C(=N/c1nc2ccccc2n1CCN1CCCCC1)\c1ccc2c(c1)OCO2,0,0.0,
157,C(=N/c1nc2ccccc2n1CCN1CCCCC1)\c1cccs1,0,0.0,
158,C(=N/c1nc2ccccc2n1CCN1CCOCC1)\c1cccs1,0,0.0,
159,C(=N/c1nc2ccccc2n1Cc1ccccc1)\c1cccs1,0,0.0,
160,C(=N/c1nccs1)\Nc1nccs1,0,0.0,
161,C(=N/c1nccs1)\c1c[nH]c2ccccc12,0,0.0,
162,C(=N/c1nccs1)\c1cccnc1,0,0.0,
163,C(=N/n1cncn1)\c1ccc(N2CCOCC2)cc1,0,0.0,
164,C(=N/n1cnnc1)\C1CCCCC1,0,0.0,
165,C(=N/n1cnnc1)\c1ccc(-c2ccccc2)cc1,1,100.0,0.0
166,C(=N/n1cnnc1)\c1ccc(N2CCOCC2)cc1,0,0.0,
167,C(=N/n1cnnc1)\c1ccc(N2CCOCC2)s1,0,0.0,
168,C(=N/n1cnnc1)\c1ccc(OC2CSC2)cc1,0,0.0,
169,C(=N/n1cnnc1)\c1ccc(OCc2ccccc2)cc1,0,0.0,
170,C(=N/n1cnnc1)\c1ccc2c(c1)OCCO2,0,0.0,
171,C(=N/n1cnnc1)\c1ccc2c(c1)OCO2,0,0.0,
172,C(=N/n1cnnc1)\c1ccc2ncccc2c1,0,0.0,
173,C(=N/n1cnnc1)\c1cccc(OCCOc2ccccc2)c1,0,0.0,
174,C(=N/n1cnnc1)\c1cccc(Oc2ccccc2)c1,0,0.0,
175,C(=N/n1cnnc1)\c1cccc2ccccc12,0,0.0,
176,C(=N/n1cnnc1)\c1ccccc1OCCOc1ccccc1,0,0.0,
177,C(=N/n1cnnc1)\c1ccccn1,0,0.0,
178,C(=N/n1cnnc1)\c1cccnc1,0,0.0,
179,C(=N/n1cnnc1)\c1cn(-c2cccs2)nc1-c1ccccc1,0,0.0,
180,C(=N/n1cnnc1)\c1cn(Cc2ccccc2)c2ccccc12,0,0.0,
181,C(=N/n1cnnc1SCc1ccccc1)\c1ccco1,0,0.0,
182,C(=NC12CN3CN(CN(C3)C1)C2)c1ccc2c(c1)OCO2,0,0.0,
183,C(=NC12CN3CN(CN(C3)C1)C2)c1cccnc1,0,0.0,
184,C(=NCCCN1CCOCC1)c1ccc2c(c1)OCO2,0,0.0,
185,C(=N\n1c2ccccc2c2ccccc21)\c1ccco1,0,0.0,
186,C(\CCc1ccccc1)=N/n1cnnc1,0,0.0,
187,C/C(=C(\C#N)C(=O)NC1CCCCC1)N(C)C,0,0.0,
188,C/C(=C(\C#N)C(=O)NCCCN1CCOCC1)N(C)C,0,0.0,
189,C/C(=C(\C#N)C(=O)NCCN1CCOCC1)N(C)C,0,0.0,
190,C/C(=C(\C#N)P(=O)(c1ccccc1)c1ccccc1)N1CCCC1,0,0.0,
191,C/C(=C1/SC(=S)N(CCC(=O)O)C1=O)c1ccc(O)cc1,0,0.0,
192,C/C(=C1/SC(N2CC(C)OC(C)C2)=NC1=O)c1ccccc1,0,0.0,
193,C/C(=C1/SC(N2CCCC2)=NC1=O)c1ccc(Br)cc1,0,0.0,
194,C/C(=C1/SC(N2CCOCC2)=NC1=O)c1ccc(Br)cc1,0,0.0,
195,C/C(=C1/SC(N2CCOCC2)=NC1=O)c1ccc(Cl)cc1,0,0.0,
196,C/C(=C1\SC(N2CCOCC2)=NC1=O)c1ccc(C)cc1,0,0.0,
197,C/C(=C1\SC(N2CCOCC2)=NC1=O)c1ccccc1,0,0.0,
198,C/C(=C\C#N)n1nc(C)cc1N,0,0.0,
199,C/C(=C\C(=O)Nc1cc(C)on1)c1ccccc1,0,0.0,
200,C/C(=C\C(=O)Nc1nccs1)c1ccccc1,0,0.0,
201,C/C(=C\C(=O)O)CC(=O)O,0,0.0,
202,C/C(=C\C(=O)c1ccc(Br)cc1)N1CCCCC1,0,0.0,
203,C/C(=C\C(=O)c1ccc(C)cc1)Nc1cccc(O)c1,0,0.0,
204,C/C(=C\C(=O)c1ccc(C)o1)Nc1ccc(C(=O)O)cc1C,1,100.0,
205,C/C(=C\C(=O)c1ccc(C)o1)Nc1ccc2c(c1)OCO2,0,0.0,
206,C/C(=C\C(=O)c1ccc(F)cc1)Nc1ccc(N2CCOCC2)cc1,0,0.0,
207,C/C(=C\C(=O)c1ccccc1)Nc1cccc(O)c1,0,0.0,
208,C/C(=C\C(=O)c1cccnc1)Nc1ccc(C)c(C)c1,0,0.0,
209,C/C(=C\C(=O)c1ccncc1)Nc1ccccc1O,0,0.0,
210,C/C(=C\c1cc(C(=O)O)c(C)o1)CO,0,0.0,
211,C/C(=C\c1ccccc1)CN1CCN(c2ccccc2)CC1,0,0.0,
212,C/C(=C\c1ccco1)C1C(C#N)=C(N)OC2=C1C(=O)CC(C)(C)C2,0,0.0,
213,C/C(=C\c1ccco1)C1C(C#N)=C(N)Oc2n[nH]c(-c3ccccc3)c21,0,0.0,
214,C/C(=C\c1ccco1)C1Nc2cccc3cccc(c23)N1,0,0.0,
215,C/C(=N/n1cnnc1)c1cccnc1,0,0.0,
216,C/C(=N\O)C(=O)C(CN1CCCCC1)CN1CCCCC1,0,0.0,
217,C/C(=N\O)C(=O)NCC1CCNCC1,0,0.0,
218,C/C(=N\O)C(=O)NCCCNCCCN(C)C,0,0.0,
219,C/C(=N\O)C(=O)NCCCn1ccnc1,0,0.0,
220,C/C(=N\O)C(=O)NCCN1CCCCC1,0,0.0,
221,C/C(=N\O)C(=O)NCc1ccccn1,0,0.0,
222,C/C(=N\O)C(=O)NCc1ccncc1,0,0.0,
223,C/C(=N\O)C(=O)OC1CC(C)CCC1C(C)C,0,0.0,
224,C/C(=N\O)C(C)(C)NC(=O)Nc1ccc(Cl)cc1,0,0.0,
225,C/C(=N\O)C(C)/[N+]([O-])=C/c1nc(C)c(C)n1O,0,0.0,
226,C/C(=N\O)C1(C)N(O)C(C)(C)C(c2ccc(Br)cc2)=[N+]1[O-],0,0.0,
227,C/C(=N\O)C1(C)N(O)C(C)(C)C(c2ccco2)=[N+]1[O-],0,0.0,
228,C/C(=N\O)C1/C(=N/O)CC2C1C2(C)C,0,0.0,
229,C/C(=N\O)c1c(C)c2ccccc2n1C,0,0.0,
230,C/C(=N\O)c1cc2ccccc2oc1=O,0,0.0,
231,C/C(=N\O)c1ccc2[nH]ccc2c1,0,0.0,
232,C/C(=N\O)c1ccc2c3c([nH]c2c1)CCCC3,0,0.0,
233,C/C(=N\O)c1ccccc1C(=O)O,0,0.0,
234,C/C(=N\S(=O)(=O)c1ccc(C)cc1)N1CCN(S(=O)(=O)c2ccccc2)C1,0,0.0,
235,C/C(=N\n1nnnc1Nc1ccccc1)c1ccc(N)cc1,0,0.0,
236,C/C(CC(O)(/C=N/O)c1ccccc1)=N\O,0,0.0,
237,C/C(CC(O)c1ccc2ccccc2n1)=N/O,0,0.0,
238,C/C(CC1(O)/C(=N/O)CCc2nonc21)=N\O,0,0.0,
239,C/C(CC1(O)C(=O)N(C)c2ccccc21)=N\O,0,0.0,
240,C/C(CC1(O)C(=O)N(Cc2ccccc2)c2ccccc21)=N\O,0,0.0,
241,C/C(CCc1c[nH]c2ccccc12)=N\O,0,0.0,
242,C/C(CCc1oc2ccccc2c1-c1ccc(C)o1)=N/O,0,0.0,
243,C/C(Cl)=C/CC1(CN2CCCC2=O)C(=O)NC(=O)NC1=O,0,0.0,
244,C/C(Cl)=C/CN1C(=O)C2C3C=CC(C3)C2C1=O,0,0.0,
245,C/C(Cl)=C/CSc1nc2c(c(=O)[nH]c(=O)n2C)n1C(C)C,0,0.0,
246,C/C(Cl)=C/Cn1c(=O)c2c(nc(Br)n2Cc2ccccc2)n(C)c1=O,0,0.0,
247,C/C(Cl)=C/Cn1c(N2CCCC2)nc2c1c(=O)n(C)c(=O)n2C,0,0.0,
248,C/C(Cl)=C/Cn1c(NCCN(C)C)nc2c1c(=O)n(C)c(=O)n2C,0,0.0,
249,C/C(Cl)=C/Cn1c(SC(C)C)nc2c1c(=O)[nH]c(=O)n2C,0,0.0,
250,C/C(Cl)=C/Cn1c(SCC(C)C)nc2c1c(=O)[nH]c(=O)n2C,0,0.0,
251,C/C(Cl)=C/Cn1c(SCCN2CCOCC2)nc2c1c(=O)[nH]c(=O)n2C,0,0.0,
252,C/C(Cl)=C/Cn1c(SCc2ccc(Cl)cc2)nc2c1c(=O)[nH]c(=O)n2C,0,0.0,
253,C/C(Cl)=C\CNC(C)c1ccccc1,0,0.0,
254,C/C(Cl)=C\CSc1nnc2n(N)c(=O)c3ccccc3n12,0,0.0,
255,C/C(Cl)=C\Cn1c(=O)c2c(nc3n2CCS3)n(C)c1=O,0,0.0,
256,C/C(Cl)=C\Cn1c(N2CCCC2)nc2c1c(=O)[nH]c(=O)n2C,0,0.0,
257,C/C(Cl)=C\Cn1c(N2CCCCCC2)nc2c1c(=O)n(C)c(=O)n2C,0,0.0,
258,C/C(Cl)=C\Cn1c(NCCCn2ccnc2)nc2c1c(=O)n(C)c(=O)n2C,0,0.0,
259,C/C(Cl)=C\Cn1c(NCCc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C,0,0.0,
260,C/C(Cl)=C\Cn1c(Nc2ccc(C)cc2)nc2c1c(=O)n(C)c(=O)n2C,0,0.0,
261,C/C(Cl)=C\Cn1c(Nc2cccc(C)c2)nc2c1c(=O)n(C)c(=O)n2C,0,0.0,
262,C/C(Cl)=C\Cn1c(Nc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C,0,0.0,
263,C/C(N)=C(/C#N)C(=O)CN1CCCCC1,0,0.0,
264,C/C(N)=C(/C#N)C(=O)COC(=O)C(NS(=O)(=O)c1ccc(Cl)cc1)C(C)O,0,0.0,
265,C/C(N)=C(/C#N)C(=O)COC(=O)C1Cc2ccccc2CN1S(C)(=O)=O,0,0.0,
266,C/C(N)=C(/C#N)C(=O)COC(=O)CC1CCCC1,0,0.0,
267,C/C(N)=C(/C#N)C(=O)COC(=O)CCSc1ccccc1,0,0.0,
268,C/C(N)=C(/C#N)C(=O)COC(=O)COc1ccc(Cl)cc1,0,0.0,
269,C/C(N)=C(/C#N)C(=O)COC(=O)CSc1ccccc1,0,0.0,
270,C/C(N)=C(/C#N)C(=O)COC(=O)c1cc(C)n(-c2ccc(F)cc2)c1C,0,0.0,
271,C/C(N)=C(/C#N)C(=O)COC(=O)c1cc(S(=O)(=O)N2CCCCC2)ccc1C,0,0.0,
272,C/C(N)=C(/C#N)C(=O)COC(=O)c1ccncc1,0,0.0,
273,C/C(N)=C(/C#N)C(=O)COc1ncnc2ccc(Br)cc12,0,0.0,
274,C/C(N)=C(/C#N)C(=O)COc1ncnc2ccccc12,0,0.0,
275,C/C(N)=C(/C#N)C(=O)CSc1ccc2c(c1)OCCO2,0,0.0,
276,C/C(N)=C(/C#N)C(=O)CSc1n[nH]c(-c2ccccc2Br)n1,0,0.0,
277,C/C(N)=C(/C#N)C(=O)CSc1nc(C2CCCCC2)n(-c2ccccc2)n1,0,0.0,
278,C/C(N)=C(/C#N)C(=O)CSc1nc2cc(Cl)ccc2s1,0,0.0,
279,C/C(N)=C(/C#N)C(=O)CSc1nc2ccc(C)cc2[nH]1,0,0.0,
280,C/C(N)=C(/C#N)C(=O)CSc1ncnc2ccccc12,0,0.0,
281,C/C(N)=C(/C#N)C(=O)CSc1nnc(-c2ccc(OC(F)F)cc2)o1,0,0.0,
282,C/C(N)=C(/C#N)C(=O)CSc1nnc(COc2ccccc2Cl)o1,0,0.0,
283,C/C(N)=C(/C#N)C(=O)CSc1nnc(Cc2ccccc2F)n1N,0,0.0,
284,C/C(N)=C(/C#N)C(=O)CSc1nnc(NC(C)C)s1,0,0.0,
285,C/C(N)=C(/C#N)C(=O)CSc1nnc(Nc2c(C)cccc2C)s1,0,0.0,
286,C/C(N)=C(/C#N)C(=O)CSc1nnc(Nc2cccc(C)c2)s1,0,0.0,
287,C/C(N)=C(/C#N)C(=O)CSc1nnc(Nc2cccc(C)c2C)s1,0,0.0,
288,C/C(N)=C(/C#N)C(=O)CSc1nnc(SCc2ccc(Cl)cc2)s1,0,0.0,
289,C/C(N)=C(/C#N)C(=O)CSc1nnnn1-c1ccc(C)cc1,0,0.0,
290,C/C(N)=C(/C#N)C(=O)CSc1nnnn1-c1ccc(C)cc1C,0,0.0,
291,C/C(N)=C(\C#N)C(=O)NCCc1ccccn1,0,0.0,
292,C/C(N)=C(\C#N)C(=O)NCc1ccccn1,0,0.0,
293,C/C(N)=N\S(=O)(=O)c1ccc(Cl)cc1,0,0.0,
294,C/C(NC(=O)c1ccccc1)=C1/C(=O)CC2C1C2(C)C,0,0.0,
295,C/C(NC(=O)c1ccccc1F)=C1\C(=O)C[C@@H]2[C@H]1C2(C)C,0,0.0,
296,C/C(NC(=O)c1cccs1)=C1\C(=O)C[C@@H]2[C@H]1C2(C)C,0,0.0,
297,C/C(NC1CCCC1)=C(/C#N)C(N)=O,0,0.0,
298,C/C(NC1CCCCC1)=C(/C#N)C(=O)NCCN1CCOCC1,0,0.0,
299,C/C(NCC(C)(C)CN(C)C)=C(/C#N)C(=O)NCc1ccccc1,0,0.0,
300,C/C(NCCCN(C)C)=C(/C#N)C(N)=O,0,0.0,
301,C/C(NCCCn1ccnc1)=C(\C#N)C(N)=O,0,0.0,
302,C/C(NCCN(C)C)=C(/C#N)C(N)=O,0,0.0,
303,C/C(NCCN1CCOCC1)=C(\C#N)C(N)=O,0,0.0,
304,C/C(NCc1cccnc1)=C(\C#N)C(=O)NCc1ccccc1,1,100.0,
305,C/C(Nc1ccc(F)cc1)=C(/C#N)C(N)=O,0,0.0,
306,C/C(Nc1cccc(F)c1)=C(/C#N)C(N)=O,0,0.0,
307,C/C(O)=C(/C#N)c1nc2ccccc2[nH]1,0,0.0,
308,C/C(O)=C(/N=O)C(=O)Nc1ccccc1,0,0.0,
309,C/C(O)=C(\C#N)c1nnc2n1CCCCC2,0,0.0,
310,C/C(O)=C\c1nc(=O)c2c(C)cc(C)nc2n1-c1ccccc1,0,0.0,
311,C/C(O)=c1/ccc2cccc3nc(C)nc1c23,0,0.0,
312,C/C(Sc1nnc(Cc2ccccc2)o1)=C(/O)c1ccccc1,0,0.0,
313,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1,0,0.0,
314,C/C=C(\C)CN1CCN(c2cc(C)ccc2C)CC1,0,0.0,
315,C/C=C(\C)CN1CCN(c2ccccc2F)CC1,0,0.0,
